Datetime,Username,Like Counts,Tweet,Class
2022-12-04 05:20:33+00:00,sunuzier,2,"Jaman skrg yg disebut sbg ketahanan negara bukan soal militer melainkan, lebih fundamental daripada itu, adalah kesehatan mental para pemuda (agar supaya dikit2 tidak mengonsumsi obat penenang). Be aware bout our mental health! Olahraga dan olahbatin. 
.
Semoga sehat semua",Awareness
2022-12-16 11:39:41+00:00,kiranaaa1998,0,@mbaktee Kael kita juga gak wfh samsek kak dari awal. Cuma bisa pinter2 jaga kesehatan mental dahh biar gk over stresss,Awareness
2022-12-03 11:49:41+00:00,Kinanti2508,0,"Rasa ingin lanjut profesiku naik 😭😭
Study kasus dn samplenya banyak bgt sekarang buat bahan tesis. Dulu nyari study kasus/ sample aja harus k lembaga ato gak RSJ. 
Mungkin sekarang pada melek tentang mental health kali ya? 🤔🤔",Others
2022-11-29 09:10:58+00:00,kyungsoo_dohh,0,"lrt bener anjir, daripada kasianin idol lebih kasianin diri sendiri. bukannya gak sayang, tapi kesehatan mental gue lebih penting timbang harus war. idc what other says but dengan gue sayang diri sendiri, bisa kerja, bisa juga beli album idol gue, bisa support mereka",Awareness
2022-12-21 02:33:04+00:00,Ratyyys,0,Pentingnya menjaga kesehatan mental diri sendiri dan orang lain.,Awareness
2022-11-25 22:36:46+00:00,waterbasedman,0,"Suka banget sama yg warna warni, ada rasa2 mental health nya ytta",Others
2022-12-16 13:35:39+00:00,naratamaaa,0,"shot au ini bahaya bagi kesehatan otak, mental dan hati gue SOALNYA PENASARAN ANJ KELANJUTANNYA GMN",Awareness
2022-12-16 06:44:27+00:00,iwuffu2bb,1,"@worksfess lebih penting kesehatan mental nder, gausa dengerin orng lain yaaa. semangat kerjanya sender semoga sehat terus yaaa🤍",Awareness
2022-11-24 16:44:58+00:00,oceanfairi,0,"@collegemenfess mentingin mental health itu boleh2 aja tapi inget tanggung jawab kita terhadapnorg yg biayain pendidikan kita, tanggung jawab terhadap diri sendiri, belum lagi kalo kuliah di negri itu ada uang rakyat yang subsidiin pendidikan.",Awareness
2022-12-10 05:00:40+00:00,IhsanRa62700378,0,@UndefiniedMan @sbyfess Gausah sok open minded deh lu kalo pikiran masih kaya gitu CUAKZZZ AUH MENTAL HEALTH AKU TERSERANG,Feelings and Problematization
2022-11-25 06:24:28+00:00,penguinsgyu,0,Lama² kok sering bawa² mental health yah.,Feelings and Problematization
2022-12-19 10:35:32+00:00,je_zzz,0,Biaya tes kesehatan mental lebih mahal daripada tes kesehatan jasmani membuktikan kalo kesehatan mental sangat penting,Awareness
2022-10-31 16:20:54+00:00,ChoirulUsman5,0,"Udah gua bilang kesehatan mental diri sendiri itu paling penting, malah ngurusin hati orang lain mulu, udah dibilang berkali kali masih ngga ngerti juga blog.",Awareness
2022-11-13 16:23:04+00:00,agarpac,1,"@AlephIota y gitulah keseharian kita
tapi kalo kita sibuk yg lebih baik, kayak gini bisa lebih jarang dan kesehatan mental jadi lebih meningkat jg",Stigma
2022-12-24 13:29:56+00:00,sloppypoppy,0,"@dinadimu ngamuk terus 😂😂 
tapi lucunya dapet, dan bawa pesan mental health juga❤️",Feelings and Problematization
2022-12-16 18:00:02+00:00,hymenforweekend,1,@asmatk786 Mental health tu ne sahi control main rakhi ha😂😂,-
2022-11-27 15:58:44+00:00,caffelatemoya,0,"pengen deh bisa marah keluarin semua unek2 yg melekat tapi kenapa berat bgt yak jatuhnya malah bikin pusing sendiri, kerja untuk mental health tapi mental health sendiri ancur",Feelings and Problematization
2022-12-17 07:02:19+00:00,AndreKarina31,0,"kalau lebih pentingin mental health sendiri. itu gmn ya?

kata nya di hadepin bersama
tapi kok individual?",Feelings and Problematization
2022-11-26 00:23:55+00:00,Ryo_AHP,0,dasare bocah bolosan nggo alesan mental health,-
2022-11-24 09:57:32+00:00,nanaberryjm,0,"@collegemenfess Skip kelas waktu sedih itu bukan sayang mental health, tapi lari dari tanggung jawab. Gue geprek lu. 

Gini ya, lu sedih terus skip kelas, ternyata ada tugas ato kerja kelompok, lu kelewatan, kepikiran, ntar sedih, skip lagi, ngulang lagi dari awal. Lingkaran setan tau ga",Feelings and Problematization
2022-11-28 17:36:07+00:00,leeteukyuta,0,@gf__nayuta Wkwkwkw si paling tau mental health emang,Feelings and Problematization
2022-11-09 12:56:33+00:00,eh_rjn,0,"Alhamdulillah kerja pun okay, at least mental health aku terjaga sikit tak perlu nk serabut masalah selain kerja yg hakiki. Idk how frustated I would be if aku hadap smua tu pergi balik kerja. Semoga semua dan kawan kawan aku yg disana dipermudahkan segala urusan.",Feelings and Problematization
2022-12-01 17:54:03+00:00,jatinja61039222,1,@garg_purva @sinthia1712 @NimritAhluwalia Uski kya mental health khrab h acting krta rhta h kis angel se lgta h mental health khrab b uski baad m justification deta ghumta rhta h,-
2022-11-24 15:52:20+00:00,ziallsmaf,0,"HAH? YANG BENER?? Mas kamu tuh kmrn keknya baru muncul lagi aku udh seneng karena berarti udh baikan dari masalah mental health mu, lah ini lsg disusul kabar dating😭😭👍🏻",Feelings and Problematization
2022-12-02 12:45:35+00:00,regratcr,1,kenapa gaada yg ttkinya bahas efek kerja kelompo krn gw akan menyebarkan agenda bahwasanya kerja kelompok merusak kesehatan mental,Stigma
2022-11-25 02:31:30+00:00,iqymyy,0,Ada yang bisa kasih aku konsultasi kesehatan mental ga ya :( butuh banget,Accessibility and Funding
2022-12-24 08:50:22+00:00,yipaaahhh,0,"Bila mental health terganggu, semua sakit datang serentak. Pheww",Stigma
2022-12-18 08:07:24+00:00,Murdiyanto666,0,"Akhir - akhir ini banyak orang sekampung jadi beda negara.
Ayolah kawand, fanatisme yang berlebihan tidak baik untuk kesehatan dan mental kalian.",Awareness
2022-12-09 08:33:51+00:00,varishaaneeta,0,jd ragu ngulang tahun depan krn masalah keluarga di kota asal dan univ impian gua tuh deket sm kota asal.. di kota tempat gua kuliah skrng rasanya tenang dan baik utk kesehatan mental gua.. tp gua jg mau perjuangin masa depan dan impian gua dengan cara ikut lagi tahun depan,Feelings and Problematization
2022-11-06 13:01:20+00:00,AirlanggaDipo,1,@VPusvitasari2 Bener banget dan ujung-ujungnya juga kesehatan mental dan fisik ikut menjadi baik,Stigma
2022-12-17 00:00:06+00:00,convomf,10,"💙 ngeselin banget orang yang sering nyakitin orang lain tapi giliran orang lain beneran marah, dia malah ngancem s word dan bawa2 mental health. Iya deh cuma mental health dia doang yang penting kali ya. Mental health orang lain harus tetep kuat walaupun dibully sama dia abis2an",Feelings and Problematization
2022-11-30 00:34:46+00:00,arethousa__,0,"generasi melek mental health, giliran bilang tolong, makasih, maaf gengsinya setengah mati, jyakh",Youth
2022-12-05 23:06:17+00:00,miguwonie,0,Innerchild mental health innerchild mental health 😬 gitu mulu yg di salahin tiap ada apa-apa,Feelings and Problematization
2022-11-19 15:30:33+00:00,angrythepla,0,@kuchbhiyaarr Fir ahh gai tu mental health sudhar nhh,-
2022-12-05 14:48:48+00:00,LoisGM4,0,"@Pattarre1 Mental health mereka lagi terganggu coba liat pasti history YouTube nya lagi Hindia Evaluasi
Wkwkkwk",Feelings and Problematization
2022-12-27 11:54:33+00:00,Arimbihp,0,Demi menjaga kesehatan mental.,Awareness
2023-01-01 07:39:58+00:00,magmalaya,1269,"Second. Aku dulu pun selalu galak org hustle gila gila, tapi sampai waktu, kita akan burn out juga. Itu takpe lagi, jgn hustle sampai porak peranda hubungan anak bini. Cari jalan terbaik utk generate income.

Hidup sederhana, jaga mental health,

jaga badan, benda nak pakai lama",Awareness
2022-11-02 17:12:42+00:00,Dhitayulia29,2,"@dsuperboy Kebanyakan orang bukan jaga kesehatan, tapi jaga mental buat besok biar kuat:) @dsuperboy",Feelings and Problematization
2022-12-13 06:19:01+00:00,psikoplok,0,"@karirfess Tidak apa apa
You deserve better
Jaga kesehatan fisik dan mental lebih penting",Awareness
2022-12-01 15:28:20+00:00,Rnshrnd,0,"Menikah itu gak sesimpel itu ya bestie, selain harus udah siap mental dan fisik, juga harus siap finansial. Gue baru ngehayal nikah aja langsung dihantui sama biaya rumah tangga, asuransi kesehatan, biaya 7 bulanan, lahiran, muputan, keperluan bayi dll. Mumet dahh",Stigma
2022-11-06 13:51:10+00:00,asmaranalla,0,"No, fomo tdk baik bagi kesehatan mental guys.",Awareness
2022-12-30 18:01:42+00:00,nrulfatr,1,"Tahun ni paling banyak nangis, tak sangka aku kuat hadap semua tu sorang. Sampai ada yang suruh pergi check mental health kat hospital tapi aku taknak sebab aku fikir lama lama nanti okay la. Tak jugak, kekadang macam orang tak betul la tetiba nangis padahal teringat something je",Feelings and Problematization
2022-12-20 18:23:26+00:00,savira_eta,1,"Ada lagu ttng cinta (Boy in luv),lagu disaat mereka beranjak dewasa &amp; ketemu berbagai masalah,Mereka yg merasa jalan ditempat,Kesepian mereka (whalien 52),mental health,mereka yg mulai dapat banyak piala (mic drop),mulai tinggi &amp; ngerasa sempet sombong (Boy with luv) diibaratkan",Others
2022-11-12 23:10:46+00:00,Toulipes_,0,"@AmandaIstanto @Coklat_vanilla5 @meiisme @aeliusreef @timmymalachi ""kata-kata manipulatif, bawa-bawa mental health.""

This should be botak yang manipulatif parah. Meyden cuman anak broken home umur 22tahun yang usaha nyari duit tanpa nyenggol sana sini. Mental health? Kenapa emang kalau ada yg nyeritain tentang mental health mereka? Masalah?",Feelings and Problematization
2023-01-01 16:41:19+00:00,miamor_RY,1,Semoga mental health membaik,Awareness
2022-12-28 03:15:23+00:00,Cungkri46356457,0,"@worksfess Wes resign aja nder, kesehatan mental yg utama dulu",Awareness
2022-11-19 07:24:34+00:00,haduhrek,1,"@DennySeggssegar @nyeakko @tanyakanrl hubungannya mental health sama malas apa?
aku ga dapet korelasinya
mental health yang ku pahami itu gimana kita memperlakukan orang lain dengan baik",Stigma
2022-12-06 13:55:55+00:00,iyacacak,0,"Kalau lagi ngomongin atau baca tentang mental health terus trauma, jujur gua selalu nangis. Kayak gua lagi ngerasain itu semua gitu",Feelings and Problematization
2022-12-19 08:51:08+00:00,Woon2Brothers,2,"@moviemenfes demi kesehatan mental anda, sebaiknya tidak usah terlalu dipikirkan",Awareness
2022-12-08 12:59:41+00:00,gantarirenjana,2,sedikit aku jelasin disini tentang apasih kesehatan mental itu?,Others
2022-12-07 07:00:37+00:00,raggds,0,"Tips jaga mental health:
Berhenti untuk berEKSPETASI ttg APAPUN! Dan terimalah REALITA.",Stigma
2022-11-22 13:16:48+00:00,ignorance_brat,0,"I think i need time away from tiktok and Twitter 🙏🙏🙏 tidak baik untuk kesehatan mental, fisik dan segala-galanya
Asdslabdowqnqo fucked up bgttt jadinyaaa akuuuu 😭😭😭",Awareness
2022-12-15 10:43:44+00:00,auliautm_,0,Bisa melawan rasa 'gak tegaan'-nya gue sendiri demi kesehatan batin dan mental gue,Awareness
2022-11-02 02:01:24+00:00,Sukeshkothari,2,@PadmajaJoshi Yeah naya aaya hai. Udhar peacefools bhi mental health ka bahana dete hai,-
2022-11-01 14:36:14+00:00,hatesgohate,0,"Sedih liat kakak nenangin aku pas lagi kena mentah health, tapi klo di pikir pikir salah aku juga kenapa dari kecil mental healthnya ga di asah.",Feelings and Problematization
2022-12-16 12:16:49+00:00,ddananta,1,"Piye, sehat? Kesehatan mental aman? Bayangno hampir tiap hari begini. 

Meski di sini ngga punya apa-apa, setidaknya kita punya waktu sore buat ngeteh, kan?",-
2022-11-24 10:01:48+00:00,livinieight,0,@collegemenfess Apa gamikir kalo kamu punya tanggung jawab? Capek capek dikuliahin trus gamasuk kuliah dengan dalih “mental health ku lebih penting” nyenyenye mending gausah kuliah sekalian,Feelings and Problematization
2022-12-09 09:41:13+00:00,kira_unifactory,0,@fake_eyes_open mood gede mw jadi bapak peduli kesehatan mental anak gw ntar (klo gk males punya anak),Others
2022-11-27 15:08:18+00:00,kikikyou_,0,"Pasal zulaiha tu, dari dulu lagi, kalau siapa yang active twitter 5 years ago or so akan tau dia ni delusional and have serious mental health issues. Let's just....leave her alone.",-
2022-11-28 16:02:57+00:00,amare_nth,0,"Pemerintah sudah meningkatkan kemudahan untuk  akses ke berbagai fasilitas pelayanan kesehatan, akan tetapi hanya sekitar 2,6% dari remaja yang memiliki masalah kesehatan mental pergi ke fasyankes atau konseling.",Accessibility and Funding
2022-11-17 08:04:20+00:00,Alanpersie1,0,@mozarealIy Masih mengkhawatirkan kesehatan mental kakaknya 😭random bet,Feelings and Problematization
2022-11-20 15:30:04+00:00,swgy__,0,"sepanjang jalan bulik kerurumah overthinking ja...apalagi mun hndk guring...

dasar kd sehat gasan mental health...",-
2022-11-09 13:31:20+00:00,fatimaahsehar,3,Mazaq apni apni jagah india vs pakistan final meri mental health nae bardasht ker skti maaf kero,-
2022-11-16 12:30:41+00:00,rawwrrrsih,0,"@sbyfess Mental health, masa lalu, emosi nya, pemikiran, cara mengatasi masalah",Others
2022-11-10 17:55:00+00:00,xyfkxx,0,sbb tu mampu hina aku mcm2 kan..... lol. mmg kau saje nk gurau psl mental health aku kn. salahkan aku sbb terlalu tK rasional then semua yg kau buat ni. make sense ke for your age. u met my family n all. tK rasa malu pun kan dtg rumah pulangkan barang je. no sorry no anything.,-
2022-12-17 02:46:57+00:00,axfh16,31,"@pesanbunda Kesehatan mental diri kita lebih berharga dari mereka :’) maybe, ini udah keberapa kalinya begitu, yg buat hati lama2 kek kosong dan pikiran pun begitu. Jiwa lagi gak sehat sepertinya 🙃",Awareness
2022-12-14 16:33:26+00:00,societytrashbin,0,"@convomf Emang sih lu gk baca situasi. Cuma mau dingertiin. Kalo cwok lu deket sama bokap, minimal 2-3 bulan itu periode ""bersedih dan kehilangan"" dan gue ngerasa itu sngat berat. Mending lu fokus sembuhin ""mental health"" lu sendiri dulu daripada jadi beban cowo lu.",Feelings and Problematization
2022-11-09 14:01:29+00:00,RAaiisi,0,"Pola hidup sehat, kesehatan mental, jam tidur, enjoy sama hidup yg dijalani, makin dewasa makin berantakan makin gak bisa dikondisikan untuk seimbang.",Feelings and Problematization
2022-10-29 04:23:48+00:00,Rencangdotid,0,"Dampak  Hustle Culture

Menurut penelitian Mental Health Foundation, sekitar 14,7% pekerja di Inggris mengalami gangguan kesehatan mental akibat stres bekerja. Penelitian lain mengatakan, negara Jepang menunjukan angka pekerja yang mengalami gangguan kesehatan",Others
2022-11-07 01:32:53+00:00,Iaicrza,2,mental health break malala pls,-
2022-11-16 16:24:35+00:00,ignorerca,0,"Hal utama yang membuat ""mental health"" kita bermasalah adalah kita sendiri yang selalu berusaha mengontrol hal yang gk bisa kita kontrol",Stigma
2022-11-09 08:37:36+00:00,anakmanusia98,0,"@jembermfs Semangat ya nder, semoga kamu juga punya supporting system yg bagus. Dulu aku dan salah satu dosen berhasil nginisiasi relawan kelompok kesehatan mental remaja di unej. Sayangnya kena pandemi, jadi banyak yg zonk programnya :'(",Feelings and Problematization
2022-11-12 06:22:17+00:00,DianaWarsih,0,"Coba aku pengen baca studi kenapa anak remaja ke dewasa sekarang banyak yang kena mental health. Apa faktor""nya.",Feelings and Problematization
2022-12-13 17:16:01+00:00,Denadaeka1,0,"Jika ingin usai terhadap hubungan, maka selesaikan sekarang juga. Jangan menunda lagi hanya karena orang lain yang bicara. Kesehatan mental hanya diri sendiri yang tahu, orang lain hanya menilai.",Awareness
2022-12-22 22:59:07+00:00,majuchuchuu,0,@heroscookie ohh di gua semuanya nambah cerah soalnya. terutama kesehatan mental👍,Feelings and Problematization
2022-10-28 14:16:13+00:00,kanacalling,0,"mental health, dosa. ya..",Others
2022-12-07 16:34:24+00:00,jfhyuns,0,@ironxdr Kesehatan mental nomor satu,Awareness
2022-12-03 10:48:23+00:00,Dededede015,0,"@CNNIndonesia Kalo kesehatan mental Gurunya baik, pasti nular ke Muridnya.

"" Guru kencing berdiri, murid kencing berlari"".",Stigma
2022-12-06 15:58:44+00:00,cheolwoohao,0,"@worksfess temen aku ada nder, dia pembicara ttg kesehatan mental",Others
2022-12-09 03:28:18+00:00,dalbichu,0,@fauzanfebryanL Bisa jadi sih. Tapi lebih ke mental health kalo gue soalnya liat beberapa vid dia kayak agak tertekan gitu mukanya,Others
2022-10-26 11:06:08+00:00,dniarissa,0,Semoga nurin bole jadi lebih berguna💀💀💀 my mental health this month mmg fucukkkpaku😮‍💨😮‍💨,-
2022-11-21 11:18:59+00:00,kyutiekyuh,0,@wonheir Pahamak sa mental health 😩,-
2022-10-30 18:30:41+00:00,_MakdShelby,0,@dzvinyangwi 😂😂😂😂ko mental health yangu,-
2022-11-26 12:14:30+00:00,helleluyahh,0,"@tehsereh Never ending loop miw jadinya mental health kacau &gt; skip kuliah &gt; kuliah kacau &gt; mental health memburuk 
Gitu aja terus sampai maut memisahkan",Feelings and Problematization
2022-11-11 12:10:00+00:00,iszgauri,0,Demi kesehatan mental gue akan logout akun🙏🏼🙏🏼,Awareness
2022-10-29 08:31:26+00:00,sushikailan,1,"Ashwagandha really helps me a lot with my mental health problem, no longer overthinking melampau and tidur pon makin better, masuk kelas pon dah boleh start focus apa yang lecturer ajar kat depan, kalau tak hauk",Feelings and Problematization
2022-12-15 18:43:16+00:00,roses_are_grcie,4,"honestly rate yourself 

looks: 10/10 (kata mama aku paling cakep jd no debat ini)
creativity: 7/10 
humor: 100000/10 (receh bet skrg gw)
mental health: 5/10 (sakit jiwa ringan)
empathy: 9/10
patience: 6/10 
social skills: 6/10 
memory: 10/10 (semakin ga penting semakin inget)",-
2022-11-19 14:26:41+00:00,kang_farih,0,"@salmandoang Solusinya perlu sampe tuntas, biar gak terjadi berulang. 
Pindah sekolah ke sekolah lain juga bisa.

Dan yg perlu jadi perhatian adalah kesehatan mental dan trauma healing nya...",Awareness
2022-11-10 02:18:11+00:00,meaymine,1,Officaly jadi pengganguran lagi🙂 tapi gapapa kesehatan mental nomor 1👍,Awareness
2022-11-11 14:41:29+00:00,_starjasmine,0,"kadang yang dibilang orang ada benernya juga, contohnya kalimat, “mending kita pura-pura gatau dan ga perlu tau tentang apa yang seharusnya ngga perlu kita tau, demi ga nyakitin diri kita sendiri” cause ur mental health is more important than other people's opinion.",Awareness
2022-11-12 09:39:58+00:00,CFC_Jak,2,"@alternativelyh2 @Hirataisme2 @r_mbull @van__Manan @FaktaSepakbola @JackGrealish gak sih, toxic motivation gak boleh dibiasakan. kalo di indo kita emang sering denger bahkan dari ortu sendiri ""noh, liat anak tetangga udah sukses gak kayak kamu jadi beban keluarga""

andai di masa depan jadi sukses beneran, mental health udah terluka. ujungnya jadi OKB.",Feelings and Problematization
2022-11-25 12:47:56+00:00,xiaodj99,0,"@collegemenfess Inimah bukan mental health matter, emng dasarnya aja gabisa bertanggung jawab.",Feelings and Problematization
2022-11-10 14:21:58+00:00,lilyyleirion,0,"Jujur gw kasian sama yang nyamperin lu kesana + yang ngurus2 hasil nipu lu, mereka ga digaji seengganya hargain lah anjing dikira gampang nyamperin manusia ular kek lu yang disenggol dikit bawa2 mental health, udah tau kena mental ya BEROBAT bukan duitnya lu pake jajan merch",Feelings and Problematization
2022-11-30 02:10:23+00:00,RimeldaW_,0,@ratnassaraswati Ini juga yg aku pikirkan na... mungkin waktu itu blum terlalu concern yaa masalah mental health dan kasusny kyk ga terlalu di up kyk skrg,Awareness
2022-11-15 20:53:16+00:00,cutiechickypie,7,@convomfs Did u guys aware to mental health?? Dan kalo semisal cewek kalian punya mental issue gimana cara kalian ngasih perhatian sama dia??,Feelings and Problematization
2022-11-19 19:20:24+00:00,Kep0yaaaa,0,"@ArmidaRinjani_ @angga_fzn Pernah dibully sm guru (verbal) kalau sm anak sekelas ya fisik, sampe tiap pulang sekolah kepalany digeplak sm dilempar minuman. Parahny sampe umur 22th belum lupa samsek, dunguny tuh org2 yg ngebully sampe skrg nyeritain mental health awareness. Sakit ga tuh? wkwkwk.",Feelings and Problematization
2022-12-17 04:43:18+00:00,deakrtk,0,@grlarasati Kan males ya pgn mangan wareg eh moleh2 kena dah mental health .wkwk,Feelings and Problematization
2022-11-14 11:07:23+00:00,Buklau77,0,"@tirta_cipeng Ikutan seminar kesehatan mental di kota x. Waktu itu yg penampilannya necis dan rapih banget cuma @ndreamon plus ngomong nya juga enak . Ini dokter/psikiater yg lain  lingkar perutnya ga kekontrol, nafas nya repot, kemringet materinya boring. Buset",Accessibility and Funding
2022-12-07 12:33:46+00:00,Lentoss4,0,"Sedang di fase merindukan nya tapii sedang menahan diri untuk mengabaikannya
Hahah semngt akuuu, demi kesehatan mental",Awareness
2022-10-27 15:09:11+00:00,menganjj,0,"punya kesadaran atas tanggung jawabnya, punya perasaan welas asih ke keluarga, paham soal mental health.. poin ketiga soalnya aku berjuang sama keadaan mental health ku, jadi butuh org yg bisa ""pegang"" aku kalo lagi drop",Feelings and Problematization
2022-10-30 05:10:32+00:00,blbueberry,0,@makimadaiIy gmna yhh bilangnya wkwkw padahal ya yang suka kpop itu mostly dibalik avanya tuh org2 keren dan hebat loh wkakak itu akun dia rt nya ngomongin mental health tapi dia masih aja ngang ngong ngang ngongin kesenengan org lain,Feelings and Problematization
2022-11-15 22:13:33+00:00,KhaliffHafez,0,"@adilrafxxl Toxic sangat, big NO nak jadi kawan..  sebab dia tak kayak ada sesiapa pun as fren or bff, so pilih jadi strangers lebih bagus for mental health.",Awareness
2022-11-17 02:28:10+00:00,gyndddb,0,@IUlilyy ini berat loh ika gak ada ringan2nya ini temanya mental health. somin penderita 'kepribadian ambang' trus shin ha kyun nya penyintas PTSD. tp bagus sih buat refleksi diri dan klo pengen nangis nonton ini aja.. aku dulu nonton ini pasca ibuku meniggal haha ngelatih mental,Others
2022-11-19 20:15:42+00:00,ElvizarF,0,"Melihat dinamika media sosial yg sangat adiktif terhadap kehidupan modernisasi. kita harus memiliki porsi dan jadwal untuk menunjang kesehatan mental, Karena timbulnya gangguan mental banyak dipengaruhi oleh aktivitas yg terlalu over melihat kehidupan orang lain.",Awareness
2022-12-25 10:45:53+00:00,puspaserojaa,0,emang salah ya orang punya mental health issue.. kalau dikasih pilihan ya maunya sehat-sehat aja.,Feelings and Problematization
2022-12-12 07:24:44+00:00,sadnekss,0,"@moviemenfes jadi buat emak2 zaman now yang udah banyak edukasi nyaa, pls bener bener di awasi tontonan anaknya, demi mental health si anak 🫶",Awareness
2022-11-22 06:07:15+00:00,helloitskims,0,"@jnjmzone Done, wish me luck 🥰 makasih ya buat kaka yg sudah ngadain giveaway semoga selalu diberikan kesehatan fisik &amp; mental, panjang umur, dijauhkah dr semua penyakit, diberikan rezeki yang melimpah, dijauhkan dari orang jahat, segala urusan lancar, Amin",Awareness
2022-11-30 05:58:07+00:00,nv0139,16,"@subbasepmf Untuk kesehatan mental DilucJean adalah pilihan terbaik.

Untuk keseruan hidup, IttoSara best choice.

TAPI AKU AKAN MEMILIH JADI ANAKNYA KAZUSCARA. GAPAPA AKU KUAT.",Others
2022-11-24 06:55:36+00:00,dhikaaaw,0,gak gitu konsepnya hey kalian2 pencari pembenaran melalui mental health issues,Feelings and Problematization
2022-12-19 13:34:41+00:00,DoreeDho,0,Ini hari senin paling cape betein bikin badmood dan lainnya. Ok besok libur. Mental health matters lol,Others
2022-11-02 14:12:28+00:00,shownuya,0,"@himydearestself Aku spoiler deh ya 😭 jd si Hamin ini kek dipush sm ortunya gitu, ortunya jg gak aware sm kesehatan mental dia. Ketemulah Hamin sm Somang di mana dia nemu rasa nyaman. Tp sayangnya Somang gak bisa nyelametin dia, berakhir lah Hamin bund1r. Lebih kayak sedih nyesek sih.",Feelings and Problematization
2022-11-24 18:34:49+00:00,deana_cantika,0,"Nggak relate...!
Harus bertanggungjawab atas hal yg kamu jalani dan nempuh pendidikan.

Masa skip kelas cuma krn mental health?
Aku aja wkt itu lg stress dan cemas, tetap masuk kuliah.",Feelings and Problematization
2022-11-26 11:10:43+00:00,BangNoor_,0,@captioncewek Jaga kesehatan mental,Awareness
2022-12-30 07:55:31+00:00,DewiKeliyengan,0,@IU_Yuliani Literasi mereka ttg KDRT dan mental health minim.,Others
2022-11-25 00:12:45+00:00,ayulasminingrum,0,"Iya sama hal nya dg punya masalah &gt; kabur &gt; timbun &gt; ada masalah baru &gt; kabur &gt; timbun &gt; tanpa ada penyelesaian .. bkn ga percaya ""mental health"" tp terkadang ada org yg menjadikannya trend seolah dia penyandang ""itu"".",Feelings and Problematization
2022-12-04 21:41:46+00:00,faktaastro,0,Menjadi sukarelawan dapat meningkatkan kesehatan mental dan membantu kita agar panjang umur. [Journal BMC Public Health] #AstoNasehat,Stigma
2022-11-03 09:11:46+00:00,NurMasyitah19,3,"@piargh Awak, better bawak anak pi jumpa pakar or kaunseling. Boleh jadi anak tu sdg alami tekanan. Pls alert dgn mental health anak2☺️",-
2022-12-03 13:30:51+00:00,pearlsMlR_,0,"Berjuang mempertahankan kesehatan mental dan fisik,padahal udah gue bilang juga aing dalam 2 minggu dari yang bb 62 jadi 54 anjengg🥹.Aing udah stress banget fakkk sampe turun LUMAYAN banyak gara gara kerkom kerkom tai anjing yang cuma di pake buat pensi tanggal 22 BANGSATT🥹🥹🖕🏼",Feelings and Problematization
2022-12-15 14:55:55+00:00,_evilupita,0,"Kesehatan mental harus selalu di perhatikan , terutama saat sudah jauh dengan teman2 yang dulu selalu bareng2",Awareness
2022-11-30 14:53:19+00:00,girlbesaying,1,kesehatan mental pdd diuji saat canva ngedown,Feelings and Problematization
2022-12-13 09:19:02+00:00,xycbaz_,0,"@youazz7 Eriiii, kita jadi pengobat mental health nya orng. Keren bgt 🥰🥰🥰",Stigma
2022-12-08 09:22:04+00:00,ririani___,0,"@ftzhrw ""rumah tangga yang mementingkan kesehatan mental komunitas"" r u promoting the lab riset 😊",Stigma
2022-12-06 11:46:49+00:00,haisoheee,0,@kjilope @tanyarlfes kalo menurut aku ngecut off org tu kayak km ngejauhin org yg toxic atau bikin km ga nyaman..dan aku kalo ngecut off org bener2 aku ga berkomunikasi lg sm dia walaupun tadinya sahabat wkwk karna kesehatan mental lebi penting😂,Awareness
2022-11-19 21:32:09+00:00,liongpark,0,@AREAJULID Dikit dikit mental health... Lemah amat jadi orang...,Feelings and Problematization
2022-11-02 11:07:56+00:00,Yummyrich5,0,Sipaling menjaga mental health ceunah tumbuk juga ya,-
2022-11-07 02:36:38+00:00,Unikr0um,0,"belajar menerima keadaan,ga boleh egois,ga boleh maksa,take care of your mental health",Awareness
2022-11-12 23:52:43+00:00,suppasit_sun,0,"@IVI3WUV @star_mewlion Untung gercap dihapus. Sumpah nih anak lagi di puncak bulolnya...tapi kalau ini bikin burn out dia hilang, it's ok. Kesehatan mental dia yg utama",Awareness
2022-10-28 11:37:23+00:00,anissaadaah,1,"Banyak harapan dititipkan kpd pemuda di hari ini untuk satu kata ""majunya bangsa""

Jika musuh pemuda 94 thn lalu adlh kesatuan, mungkin tahun ini musuh pemuda melawan ""hantu"" krisis tahun depan,mental health, ketimpangan,pengangguran sarjana, polusi tak terkendali.",Others
2022-11-20 04:44:17+00:00,arinazulfaa,1,"@sayangikuotamu lambangnya udah umum digunakan sama para pejuang mental health, aku juga belum lama kok tau dan maknanya emang baik. Semicolon/ titik koma diartikan masih ada jalan untuk berjuang, gak berhenti (suic*de)",Stigma
2022-11-28 15:41:43+00:00,iiiklah,1,@nadhilasyfr kata bu bai harus jaga kesehatan tp kesehatan mental kita diuji mulu wkwkwk,Feelings and Problematization
2022-11-18 05:07:07+00:00,rousie61128535,0,Ngapa ya perempuan cenderung tidak stabil mental health nya? Bahkan cenderung makin parah bila ke sesama perempuan.,Stigma
2022-12-30 17:10:51+00:00,nur911207,0,guna mental health problem kau untuk jadi toxic tiberr mengutuk menghina orang tak boleh juga sial..,Feelings and Problematization
